Date,Name,Amt,Mode,Categorization,Status,Time of the Day,Day of the Week,Type of Expense
25-02-2022,Cafe,2585.37,Debit Card,Dining Out,Unnecessary,Afternoon,Friday,Variable
25-02-2022,Cocktail,764,UPI,Alcohol,Avoidable,Afternoon,Friday,Variable
25-02-2022,Train Ticket,510.69,Credit Card,Transport,Avoidable,Afternoon,Friday,Variable
25-02-2022,Fast Food,711.16,Net Banking,Dining Out,Avoidable,Evening,Friday,Variable
25-02-2022,Grocery,160.21,UPI,Food,Avoidable,Evening,Friday,Variable
25-02-2022,Vegetables,161.64,Cash,Food,Unnecessary,Evening,Friday,Variable
25-02-2022,Fancy Restaurant,3030.67,Net Banking,Dining Out,Avoidable,Night,Friday,Variable
25-02-2022,Fruits,105.45,UPI,Food,Unnecessary,Night,Friday,Variable
25-02-2022,Milk,58.32,Debit Card,Groceries,Necessary,Night,Friday,Variable
25-02-2022,Whiskey,744,Net Banking,Alcohol,Avoidable,Night,Friday,Variable
25-02-2022,Beer,819,Cash,Alcohol,Avoidable,Night,Friday,Variable
25-02-2022,Wine,650,UPI,Alcohol,Avoidable,Night,Friday,Variable
26-02-2022,Books,466.86,Credit Card,Entertainment,Unnecessary,Morning,Saturday,Variable
26-02-2022,Books,401.27,Debit Card,Entertainment,Unnecessary,Morning,Saturday,Variable
26-02-2022,Gaming,506.57,Cash,Entertainment,Avoidable,Afternoon,Saturday,Variable
26-02-2022,Train Ticket,850.67,Net Banking,Transport,Avoidable,Afternoon,Saturday,Variable
26-02-2022,Milk,49.88,Debit Card,Groceries,Necessary,Evening,Saturday,Variable
26-02-2022,Burger,248.77,UPI,Food & Dining,Avoidable,Night,Saturday,Variable
27-02-2022,Fast Food,800.96,Wallet,Dining Out,Unnecessary,Morning,Sunday,Variable
27-02-2022,Gaming,358.71,Credit Card,Entertainment,Avoidable,Morning,Sunday,Variable
27-02-2022,Milk,58.51,Debit Card,Groceries,Unnecessary,Morning,Sunday,Variable
27-02-2022,Beer,455,Debit Card,Alcohol,Avoidable,Morning,Sunday,Variable
27-02-2022,Grocery,177.78,Wallet,Food,Avoidable,Afternoon,Sunday,Variable
27-02-2022,Eggs,84.39,UPI,Food,Avoidable,Afternoon,Sunday,Variable
27-02-2022,Cafe,1810.17,Credit Card,Dining Out,Unnecessary,Evening,Sunday,Variable
27-02-2022,Online Course,1766.25,Wallet,Education,Necessary,Evening,Sunday,Variable
27-02-2022,Fruits,143.53,Debit Card,Food,Avoidable,Evening,Sunday,Variable
27-02-2022,Whiskey,475,UPI,Alcohol,Avoidable,Evening,Sunday,Variable
27-02-2022,Betting,374.49,UPI,Gambling,Avoidable,Evening,Sunday,Variable
27-02-2022,Betting,2328.97,Cash,Gambling,Avoidable,Evening,Sunday,Variable
27-02-2022,Fast Food,1099.7,Net Banking,Dining Out,Unnecessary,Night,Sunday,Variable
27-02-2022,Vegetables,163.16,Cash,Food,Unnecessary,Night,Sunday,Variable
27-02-2022,Wine,437,Credit Card,Alcohol,Avoidable,Night,Sunday,Variable
27-02-2022,Lottery,3621.85,Wallet,Gambling,Avoidable,Night,Sunday,Variable
28-02-2022,Milk,59.94,UPI,Groceries,Unnecessary,Afternoon,Monday,Variable
28-02-2022,Restaurant,549.2,Credit Card,Food,Avoidable,Evening,Monday,Variable
28-02-2022,Uber,910,Wallet,Transport,Unnecessary,Evening,Monday,Variable
28-02-2022,Doctor Fee,667.73,Credit Card,Healthcare,Necessary,Night,Monday,Variable
01-03-2022,Mobile Recharge,366.86,Auto Debit,Utilities,Necessary,Morning,Tuesday,Fixed
01-03-2022,Water Bill,493.44,Auto Debit,Utilities,Necessary,Morning,Tuesday,Fixed
01-03-2022,Books,453.17,Credit Card,Entertainment,Avoidable,Morning,Tuesday,Variable
01-03-2022,Whiskey,834,Debit Card,Alcohol,Avoidable,Morning,Tuesday,Variable
01-03-2022,Internet,901.86,Auto Debit,Utilities,Necessary,Afternoon,Tuesday,Fixed
01-03-2022,Fruits,109.15,Net Banking,Food,Unnecessary,Afternoon,Tuesday,Variable
01-03-2022,Grocery,171.25,Cash,Food,Unnecessary,Afternoon,Tuesday,Variable
01-03-2022,Milk,57.38,Credit Card,Groceries,Necessary,Afternoon,Tuesday,Variable
01-03-2022,Beer,734,Cash,Alcohol,Avoidable,Afternoon,Tuesday,Variable
01-03-2022,Electricity Bill,3780.53,Auto Debit,Utilities,Necessary,Evening,Tuesday,Fixed
01-03-2022,Fine Dining,6963.28,Net Banking,Dining Out,Avoidable,Evening,Tuesday,Variable
01-03-2022,Vegetables,134.5,Credit Card,Food,Avoidable,Evening,Tuesday,Variable
01-03-2022,Cocktail,752,Cash,Alcohol,Avoidable,Evening,Tuesday,Variable
01-03-2022,Wine,731,UPI,Alcohol,Avoidable,Evening,Tuesday,Variable
01-03-2022,Therapy,1321,Wallet,Healthcare,Unnecessary,Evening,Tuesday,Variable
01-03-2022,Books,932.11,Cash,Education,Necessary,Night,Tuesday,Variable
01-03-2022,Movie,588.45,Wallet,Entertainment,Avoidable,Night,Tuesday,Variable
01-03-2022,Eggs,77.2,Debit Card,Food,Unnecessary,Night,Tuesday,Variable
01-03-2022,Betting,4126.88,Wallet,Gambling,Avoidable,Night,Tuesday,Variable
02-03-2022,Cigarettes,484.98,Wallet,Tobacco,Avoidable,Morning,Wednesday,Variable
02-03-2022,Vape,381.33,UPI,Tobacco,Avoidable,Afternoon,Wednesday,Variable
02-03-2022,Fast Food,751.89,Wallet,Dining Out,Unnecessary,Evening,Wednesday,Variable
02-03-2022,Eggs,75.25,UPI,Food,Unnecessary,Night,Wednesday,Variable
02-03-2022,Milk,57.67,Net Banking,Groceries,Unnecessary,Night,Wednesday,Variable
03-03-2022,Fruits,130.76,UPI,Food,Avoidable,Morning,Thursday,Variable
03-03-2022,Milk,48.74,Cash,Groceries,Unnecessary,Afternoon,Thursday,Variable
03-03-2022,Grocery,200.29,Debit Card,Food,Unnecessary,Evening,Thursday,Variable
03-03-2022,Books,1459.36,Credit Card,Education,Necessary,Night,Thursday,Variable
03-03-2022,Vegetables,166.36,Cash,Food,Unnecessary,Night,Thursday,Variable
04-03-2022,Fine Dining,6200.65,UPI,Dining Out,Avoidable,Morning,Friday,Variable
04-03-2022,Online Course,1918.35,Cash,Education,Unnecessary,Morning,Friday,Variable
04-03-2022,Doctor Fee,1548.28,Wallet,Healthcare,Necessary,Morning,Friday,Variable
04-03-2022,Gym Membership,3250,UPI,Healthcare,Unnecessary,Evening,Friday,Fixed
04-03-2022,Milk,53.65,Cash,Groceries,Unnecessary,Night,Friday,Variable
05-03-2022,Burger,128.69,Debit Card,Food & Dining,Avoidable,Morning,Saturday,Variable
05-03-2022,Grocery,201.55,Wallet,Food,Avoidable,Morning,Saturday,Variable
05-03-2022,Jewelry,4963.58,Cash,Luxury,Avoidable,Morning,Saturday,Variable
05-03-2022,Fruits,129.6,Wallet,Food,Avoidable,Afternoon,Saturday,Variable
05-03-2022,Rice,164.24,Wallet,Groceries,Unnecessary,Afternoon,Saturday,Variable
05-03-2022,Vegetables,156.77,Net Banking,Food,Avoidable,Afternoon,Saturday,Variable
05-03-2022,Shoes,2717,Cash,Shopping,Unnecessary,Afternoon,Saturday,Variable
05-03-2022,Shoes,3563,UPI,Shopping,Avoidable,Evening,Saturday,Variable
05-03-2022,Milk,46.01,UPI,Groceries,Necessary,Night,Saturday,Variable
06-03-2022,Coffee,225.9,Wallet,Food & Dining,Avoidable,Morning,Sunday,Variable
06-03-2022,Fast Food,849.89,Credit Card,Dining Out,Avoidable,Afternoon,Sunday,Variable
06-03-2022,Handbags,14459.2,Cash,Luxury,Avoidable,Afternoon,Sunday,Variable
06-03-2022,Tuition Fee,22500,Net Banking,Education,Necessary,Night,Sunday,Fixed
06-03-2022,Milk,46.42,Cash,Groceries,Necessary,Night,Sunday,Variable
07-03-2022,Wine,437,Credit Card,Alcohol,Avoidable,Morning,Monday,Variable
07-03-2022,Lottery,3167.6,Debit Card,Gambling,Avoidable,Morning,Monday,Variable
07-03-2022,Grocery,162.93,Net Banking,Food,Avoidable,Afternoon,Monday,Variable
07-03-2022,Milk,59.98,Debit Card,Groceries,Unnecessary,Afternoon,Monday,Variable
07-03-2022,Fruits,135.44,UPI,Food,Avoidable,Evening,Monday,Variable
07-03-2022,Vegetables,89.4,Wallet,Food,Avoidable,Evening,Monday,Variable
07-03-2022,Whiskey,433,UPI,Alcohol,Avoidable,Evening,Monday,Variable
07-03-2022,Beer,453,UPI,Alcohol,Avoidable,Evening,Monday,Variable
07-03-2022,Doctor Fee,1087.29,Net Banking,Healthcare,Unnecessary,Evening,Monday,Variable
07-03-2022,Doctor Fee,1548.28,Wallet,Healthcare,Necessary,Evening,Monday,Variable
07-03-2022,Books,1419.28,Debit Card,Education,Unnecessary,Night,Monday,Variable
07-03-2022,Exam Fee,372.73,Wallet,Education,Necessary,Night,Monday,Variable
07-03-2022,Rice,141.44,Cash,Groceries,Unnecessary,Night,Monday,Variable
07-03-2022,Train Ticket,816.95,Credit Card,Transport,Unnecessary,Night,Monday,Variable
08-03-2022,Coffee,152.96,Cash,Food & Dining,Unnecessary,Morning,Tuesday,Variable
08-03-2022,Movie,663.69,UPI,Entertainment,Avoidable,Afternoon,Tuesday,Variable
08-03-2022,Eggs,66.23,Credit Card,Food,Unnecessary,Afternoon,Tuesday,Variable
08-03-2022,Accessories,7495,Debit Card,Shopping,Avoidable,Afternoon,Tuesday,Variable
08-03-2022,Milk,49.9,Net Banking,Groceries,Necessary,Night,Tuesday,Variable
09-03-2022,Grocery,201.87,UPI,Food,Unnecessary,Morning,Wednesday,Variable
09-03-2022,Wine,667,Cash,Alcohol,Avoidable,Morning,Wednesday,Variable
09-03-2022,Shoes,6032,Cash,Shopping,Unnecessary,Morning,Wednesday,Variable
09-03-2022,Perfumes,5844.51,Cash,Luxury,Avoidable,Morning,Wednesday,Variable
09-03-2022,Fruits,145.25,Net Banking,Food,Avoidable,Afternoon,Wednesday,Variable
09-03-2022,Eggs,81.93,UPI,Food,Unnecessary,Afternoon,Wednesday,Variable
09-03-2022,Milk,56.22,Wallet,Groceries,Unnecessary,Evening,Wednesday,Variable
09-03-2022,Whiskey,761,Cash,Alcohol,Avoidable,Evening,Wednesday,Variable
09-03-2022,Vegetables,140.76,Debit Card,Food,Unnecessary,Night,Wednesday,Variable
09-03-2022,Casino,3611.23,Net Banking,Gambling,Avoidable,Night,Wednesday,Variable
09-03-2022,Cocktail,812,Cash,Alcohol,Avoidable,Night,Wednesday,Variable
09-03-2022,Beer,806,Wallet,Alcohol,Avoidable,Night,Wednesday,Variable
09-03-2022,Fuel,1151,Net Banking,Transport,Avoidable,Night,Wednesday,Variable
09-03-2022,Fuel,125,Cash,Transport,Avoidable,Night,Wednesday,Variable
10-03-2022,Milk,57.1,Cash,Groceries,Necessary,Morning,Thursday,Variable
10-03-2022,Cafe,2487.63,Debit Card,Dining Out,Avoidable,Afternoon,Thursday,Variable
10-03-2022,Fancy Restaurant,3679.35,Cash,Dining Out,Avoidable,Evening,Thursday,Variable
10-03-2022,Books,816.85,Credit Card,Education,Necessary,Evening,Thursday,Variable
10-03-2022,Concert,4587.47,Credit Card,Entertainment,Unnecessary,Evening,Thursday,Variable
10-03-2022,Pizza,307.94,Cash,Food,Unnecessary,Evening,Thursday,Variable
10-03-2022,Books,481.3,Wallet,Entertainment,Unnecessary,Night,Thursday,Variable
10-03-2022,Books,447.57,Net Banking,Entertainment,Avoidable,Night,Thursday,Variable
11-03-2022,Milk,57.87,Debit Card,Groceries,Unnecessary,Morning,Friday,Variable
11-03-2022,Fruits,109.14,Wallet,Food,Avoidable,Afternoon,Friday,Variable
11-03-2022,Grocery,196.51,Debit Card,Food,Avoidable,Night,Friday,Variable
11-03-2022,Vegetables,179.05,Debit Card,Food,Avoidable,Night,Friday,Variable
12-03-2022,Fancy Restaurant,3276.62,Net Banking,Dining Out,Unnecessary,Morning,Saturday,Variable
12-03-2022,Fancy Restaurant,2669.62,Cash,Dining Out,Avoidable,Morning,Saturday,Variable
12-03-2022,Shoes,943,Cash,Shopping,Avoidable,Morning,Saturday,Variable
12-03-2022,Restaurant,646.41,Cash,Food,Avoidable,Afternoon,Saturday,Variable
12-03-2022,Watches,4358.96,Cash,Luxury,Avoidable,Afternoon,Saturday,Variable
12-03-2022,Shoes,897,Cash,Shopping,Unnecessary,Evening,Saturday,Variable
12-03-2022,Milk,59.96,Wallet,Groceries,Unnecessary,Night,Saturday,Variable
12-03-2022,Doctor Fee,639.33,Wallet,Healthcare,Unnecessary,Night,Saturday,Variable
13-03-2022,Milk,48.62,Net Banking,Groceries,Necessary,Morning,Sunday,Variable
13-03-2022,Train Ticket,1706.36,UPI,Transport,Avoidable,Morning,Sunday,Variable
13-03-2022,Grocery,157.29,UPI,Food,Avoidable,Afternoon,Sunday,Variable
13-03-2022,Clothes,1912,Credit Card,Shopping,Avoidable,Afternoon,Sunday,Variable
13-03-2022,Fruits,104.95,Wallet,Food,Avoidable,Evening,Sunday,Variable
13-03-2022,Medicines,970,UPI,Healthcare,Necessary,Evening,Sunday,Variable
13-03-2022,Vegetables,113.72,UPI,Food,Avoidable,Night,Sunday,Variable
14-03-2022,Restaurant,989.99,UPI,Food,Avoidable,Morning,Monday,Variable
14-03-2022,Fast Food,759.12,UPI,Dining Out,Avoidable,Afternoon,Monday,Variable
14-03-2022,Milk,45.61,Wallet,Groceries,Unnecessary,Afternoon,Monday,Variable
14-03-2022,Online Course,2011,Wallet,Education,Necessary,Evening,Monday,Variable
15-03-2022,Grocery,161.67,Net Banking,Food,Unnecessary,Morning,Sunday,Variable
15-03-2022,Milk,51.17,Debit Card,Groceries,Necessary,Afternoon,Sunday,Variable
15-03-2022,Beer,448,UPI,Alcohol,Avoidable,Evening,Sunday,Variable
15-03-2022,Wine,405,UPI,Alcohol,Avoidable,Evening,Sunday,Variable
15-03-2022,Netflix,215.5,Cash,Entertainment,Avoidable,Night,Sunday,Fixed
15-03-2022,Fruits,103.54,Net Banking,Food,Avoidable,Night,Sunday,Variable
15-03-2022,Vegetables,167.15,Debit Card,Food,Avoidable,Night,Sunday,Variable
15-03-2022,Whiskey,419,Net Banking,Alcohol,Avoidable,Night,Sunday,Variable
16-03-2022,Online Course,1445.72,Net Banking,Education,Necessary,Morning,Wednesday,Variable
16-03-2022,Milk,46.95,Credit Card,Groceries,Necessary,Morning,Wednesday,Variable
16-03-2022,Fancy Restaurant,4191.89,Debit Card,Dining Out,Unnecessary,Evening,Wednesday,Variable
16-03-2022,Fast Food,759.44,UPI,Dining Out,Unnecessary,Evening,Wednesday,Variable
16-03-2022,Cigarettes,264.35,Cash,Tobacco,Avoidable,Evening,Wednesday,Variable
16-03-2022,Doctor Fee,1950.82,Cash,Healthcare,Unnecessary,Evening,Wednesday,Variable
16-03-2022,Taxi,1564,Credit Card,Transport,Unnecessary,Night,Wednesday,Variable
17-03-2022,Burger,172.22,UPI,Food & Dining,Avoidable,Morning,Saturday,Variable
17-03-2022,Grocery,172.06,UPI,Food,Avoidable,Morning,Saturday,Variable
17-03-2022,Fruits,120.69,Cash,Food,Avoidable,Afternoon,Saturday,Variable
17-03-2022,Milk,45.34,Credit Card,Groceries,Unnecessary,Afternoon,Saturday,Variable
17-03-2022,Vegetables,172.08,Debit Card,Food,Avoidable,Afternoon,Saturday,Variable
17-03-2022,Fast Food,1036.42,Cash,Dining Out,Avoidable,Evening,Saturday,Variable
17-03-2022,Whiskey,848,Cash,Alcohol,Avoidable,Evening,Saturday,Variable
17-03-2022,Beer,708,Net Banking,Alcohol,Avoidable,Evening,Saturday,Variable
17-03-2022,Wine,611,Cash,Alcohol,Avoidable,Evening,Saturday,Variable
17-03-2022,Books,935.76,Debit Card,Education,Necessary,Night,Saturday,Variable
17-03-2022,Eggs,63.75,Wallet,Food,Avoidable,Night,Saturday,Variable
17-03-2022,Cocktail,759,Cash,Alcohol,Avoidable,Night,Saturday,Variable
18-03-2022,Milk,50.41,Wallet,Groceries,Unnecessary,Morning,Friday,Variable
18-03-2022,Concert,4732.85,Credit Card,Entertainment,Avoidable,Afternoon,Friday,Variable
18-03-2022,Cafe,1914.42,Debit Card,Dining Out,Unnecessary,Evening,Friday,Variable
18-03-2022,Books,490.93,Credit Card,Entertainment,Avoidable,Evening,Friday,Variable
19-03-2022,Online Course,1832.19,Net Banking,Education,Necessary,Morning,Saturday,Variable
19-03-2022,Fruits,118.95,Net Banking,Food,Avoidable,Morning,Saturday,Variable
19-03-2022,Eggs,66.88,Wallet,Food,Unnecessary,Morning,Saturday,Variable
19-03-2022,Milk,56.76,UPI,Groceries,Necessary,Morning,Saturday,Variable
19-03-2022,Fuel,836,Credit Card,Transport,Unnecessary,Morning,Saturday,Variable
19-03-2022,Shoes,5946,Net Banking,Shopping,Avoidable,Morning,Saturday,Variable
19-03-2022,Perfumes,17837.87,Net Banking,Luxury,Avoidable,Afternoon,Saturday,Variable
19-03-2022,Fast Food,1092.86,Net Banking,Dining Out,Unnecessary,Evening,Saturday,Variable
19-03-2022,Gaming,434.56,Debit Card,Entertainment,Avoidable,Evening,Saturday,Variable
19-03-2022,Shoes,4821,UPI,Shopping,Unnecessary,Evening,Saturday,Variable
19-03-2022,Perfumes,17837.87,Net Banking,Luxury,Avoidable,Evening,Saturday,Variable
19-03-2022,Movie,754.58,Debit Card,Entertainment,Unnecessary,Night,Saturday,Variable
19-03-2022,Burger,131.28,Debit Card,Food & Dining,Unnecessary,Night,Saturday,Variable
19-03-2022,Grocery,163.33,Cash,Food,Avoidable,Night,Saturday,Variable
19-03-2022,Vegetables,165.44,Net Banking,Food,Avoidable,Night,Saturday,Variable
20-03-2022,Books,1373.55,Cash,Education,Necessary,Morning,Sunday,Variable
20-03-2022,Burger,241.61,Credit Card,Food & Dining,Avoidable,Morning,Sunday,Variable
20-03-2022,Milk,53.49,Wallet,Groceries,Unnecessary,Morning,Sunday,Variable
20-03-2022,Books,1144.2,Net Banking,Education,Necessary,Evening,Sunday,Variable
20-03-2022,Gaming,304.2,Cash,Entertainment,Unnecessary,Evening,Sunday,Variable
21-03-2022,Fast Food,1117.37,Cash,Dining Out,Unnecessary,Morning,Monday,Variable
21-03-2022,Fruits,148.21,Debit Card,Food,Unnecessary,Morning,Monday,Variable
21-03-2022,Grocery,188.55,Debit Card,Food,Unnecessary,Morning,Monday,Variable
21-03-2022,Eggs,74.76,Credit Card,Food,Avoidable,Morning,Monday,Variable
21-03-2022,Vegetables,127.64,Credit Card,Food,Avoidable,Afternoon,Monday,Variable
21-03-2022,Coffee,134.54,Cash,Food & Dining,Unnecessary,Evening,Monday,Variable
21-03-2022,Doctor Fee,1281.38,UPI,Healthcare,Necessary,Evening,Monday,Variable
21-03-2022,Milk,49.69,Cash,Groceries,Unnecessary,Night,Monday,Variable
22-03-2022,Gaming,571.48,Wallet,Entertainment,Unnecessary,Morning,Tuesday,Variable
22-03-2022,Milk,54.82,Cash,Groceries,Unnecessary,Morning,Tuesday,Variable
22-03-2022,Accessories,2234,Wallet,Shopping,Unnecessary,Morning,Tuesday,Variable
22-03-2022,Therapy,98,UPI,Healthcare,Unnecessary,Afternoon,Tuesday,Variable
22-03-2022,Fancy Restaurant,3794.04,UPI,Dining Out,Avoidable,Night,Tuesday,Variable
22-03-2022,Online Course,1216.82,Wallet,Education,Necessary,Night,Tuesday,Variable
23-03-2022,Grocery,186.85,Debit Card,Food,Unnecessary,Morning,Monday,Variable
23-03-2022,Vegetables,105.92,Net Banking,Food,Avoidable,Morning,Monday,Variable
23-03-2022,Wine,426,Credit Card,Alcohol,Avoidable,Afternoon,Monday,Variable
23-03-2022,Fruits,127.79,Debit Card,Food,Avoidable,Evening,Monday,Variable
23-03-2022,Whiskey,426,Cash,Alcohol,Avoidable,Evening,Monday,Variable
23-03-2022,Fancy Restaurant,3500.34,Wallet,Dining Out,Unnecessary,Night,Monday,Variable
23-03-2022,Milk,48.48,Credit Card,Groceries,Unnecessary,Night,Monday,Variable
23-03-2022,Beer,461,Cash,Alcohol,Avoidable,Night,Monday,Variable
24-03-2022,Fast Food,956.02,Credit Card,Dining Out,Unnecessary,Morning,Thursday,Variable
24-03-2022,Gaming,460.08,Net Banking,Entertainment,Unnecessary,Morning,Thursday,Variable
24-03-2022,Coffee,180.19,Debit Card,Food & Dining,Avoidable,Morning,Thursday,Variable
24-03-2022,Milk,45.22,UPI,Groceries,Unnecessary,Morning,Thursday,Variable
24-03-2022,Eggs,74.37,Wallet,Food,Unnecessary,Afternoon,Thursday,Variable
24-03-2022,Rice,111.23,Cash,Groceries,Necessary,Afternoon,Thursday,Variable
24-03-2022,Shoes,7715,UPI,Shopping,Avoidable,Afternoon,Thursday,Variable
24-03-2022,Pizza,333.4,Credit Card,Food,Avoidable,Evening,Thursday,Variable
25-03-2022,Books,1169.23,Cash,Education,Necessary,Morning,Friday,Variable
25-03-2022,Milk,56.47,Debit Card,Groceries,Necessary,Morning,Friday,Variable
25-03-2022,Beer,618,UPI,Alcohol,Avoidable,Morning,Friday,Variable
25-03-2022,Clothes,6356,Cash,Shopping,Unnecessary,Morning,Friday,Variable
25-03-2022,Online Course,1274.53,Credit Card,Education,Unnecessary,Afternoon,Friday,Variable
25-03-2022,Online Course,1609.33,Debit Card,Education,Unnecessary,Afternoon,Friday,Variable
25-03-2022,Movie,770.79,Net Banking,Entertainment,Avoidable,Afternoon,Friday,Variable
25-03-2022,Whiskey,732,Wallet,Alcohol,Avoidable,Afternoon,Friday,Variable
25-03-2022,Books,1372.69,Net Banking,Education,Unnecessary,Evening,Friday,Variable
25-03-2022,Books,1388.93,Debit Card,Education,Unnecessary,Evening,Friday,Variable
25-03-2022,Books,404.83,Net Banking,Entertainment,Unnecessary,Evening,Friday,Variable
25-03-2022,Vegetables,103.35,UPI,Food,Avoidable,Evening,Friday,Variable
25-03-2022,Cocktail,721,Cash,Alcohol,Avoidable,Evening,Friday,Variable
25-03-2022,Perfumes,18116.54,Net Banking,Luxury,Avoidable,Evening,Friday,Variable
25-03-2022,Fruits,138.65,UPI,Food,Avoidable,Night,Friday,Variable
25-03-2022,Grocery,223.15,Net Banking,Food,Unnecessary,Night,Friday,Variable
25-03-2022,Wine,673,Cash,Alcohol,Avoidable,Night,Friday,Variable
25-03-2022,Clothes,5736,UPI,Shopping,Unnecessary,Night,Friday,Variable
25-03-2022,Jewelry,4647.91,UPI,Luxury,Avoidable,Night,Friday,Variable
26-03-2022,Milk,54.36,Cash,Groceries,Necessary,Morning,Saturday,Variable
26-03-2022,Hookah,254.6,Debit Card,Tobacco,Avoidable,Morning,Saturday,Variable
26-03-2022,Gaming,285.55,Cash,Entertainment,Avoidable,Afternoon,Saturday,Variable
26-03-2022,Therapy,889,UPI,Healthcare,Unnecessary,Afternoon,Saturday,Variable
26-03-2022,Cafe,2677.08,Cash,Dining Out,Avoidable,Night,Saturday,Variable
26-03-2022,Therapy,149,Credit Card,Healthcare,Unnecessary,Night,Saturday,Variable
27-03-2022,Online Course,1729.94,Wallet,Education,Unnecessary,Morning,Sunday,Variable
27-03-2022,Grocery,220.61,Cash,Food,Avoidable,Afternoon,Sunday,Variable
27-03-2022,Milk,56.43,Credit Card,Groceries,Unnecessary,Afternoon,Sunday,Variable
27-03-2022,Fruits,145.66,Cash,Food,Unnecessary,Evening,Sunday,Variable
27-03-2022,Vegetables,175.31,Wallet,Food,Unnecessary,Evening,Sunday,Variable
27-03-2022,Casino,4082.44,Debit Card,Gambling,Avoidable,Evening,Sunday,Variable
27-03-2022,Movie,687.74,Cash,Entertainment,Unnecessary,Night,Sunday,Variable
28-03-2022,Betting,4363.9,Wallet,Gambling,Avoidable,Morning,Monday,Variable
28-03-2022,Fast Food,806.92,Credit Card,Dining Out,Avoidable,Afternoon,Monday,Variable
28-03-2022,Concert,5268.77,Debit Card,Entertainment,Unnecessary,Afternoon,Monday,Variable
28-03-2022,Restaurant,800.94,Net Banking,Food,Unnecessary,Afternoon,Monday,Variable
28-03-2022,Rice,153.69,Cash,Groceries,Necessary,Evening,Monday,Variable
28-03-2022,Milk,45.58,Net Banking,Groceries,Unnecessary,Night,Monday,Variable
28-03-2022,Betting,4883.17,Wallet,Gambling,Avoidable,Night,Monday,Variable
29-03-2022,Fruits,103,Wallet,Food,Avoidable,Morning,Tuesday,Variable
29-03-2022,Vegetables,154.98,UPI,Food,Unnecessary,Morning,Tuesday,Variable
29-03-2022,Cigarettes,387.59,UPI,Tobacco,Avoidable,Morning,Tuesday,Variable
29-03-2022,Casino,3293.28,Debit Card,Gambling,Avoidable,Evening,Tuesday,Variable
29-03-2022,Vape,352.23,Credit Card,Tobacco,Avoidable,Evening,Tuesday,Variable
29-03-2022,Train Ticket,911.86,Credit Card,Transport,Unnecessary,Night,Tuesday,Variable
30-03-2022,Accessories,3885,UPI,Shopping,Unnecessary,Afternoon,Wednesday,Variable
30-03-2022,Therapy,689,Debit Card,Healthcare,Unnecessary,Afternoon,Wednesday,Variable
30-03-2022,Train Ticket,510.69,Credit Card,Transport,Avoidable,Evening,Wednesday,Variable
30-03-2022,Therapy,98,UPI,Healthcare,Unnecessary,Night,Wednesday,Variable
31-03-2022,Whiskey,477,Cash,Alcohol,Avoidable,Afternoon,Saturday,Variable
31-03-2022,Wine,439,Credit Card,Alcohol,Avoidable,Afternoon,Saturday,Variable
31-03-2022,Fruits,103.24,Debit Card,Food,Unnecessary,Evening,Saturday,Variable
31-03-2022,Vegetables,102.16,Cash,Food,Avoidable,Evening,Saturday,Variable
31-03-2022,Beer,451,Cash,Alcohol,Avoidable,Evening,Saturday,Variable
01-04-2022,Mobile Recharge,524.67,Auto Debit,Utilities,Necessary,Morning,Friday,Fixed
01-04-2022,Water Bill,245.02,Auto Debit,Utilities,Necessary,Morning,Friday,Fixed
01-04-2022,Books,457.46,UPI,Entertainment,Avoidable,Morning,Friday,Variable
01-04-2022,Concert,5253.16,Credit Card,Entertainment,Avoidable,Morning,Friday,Variable
01-04-2022,Movie,644.05,Net Banking,Entertainment,Avoidable,Morning,Friday,Variable
01-04-2022,Grocery,158.12,Wallet,Food,Unnecessary,Morning,Friday,Variable
01-04-2022,Cocktail,711,Net Banking,Alcohol,Avoidable,Morning,Friday,Variable
01-04-2022,Beer,759,Debit Card,Alcohol,Avoidable,Morning,Friday,Variable
01-04-2022,Internet,896.87,Auto Debit,Utilities,Necessary,Afternoon,Friday,Fixed
01-04-2022,Burger,151.14,Credit Card,Food & Dining,Unnecessary,Afternoon,Friday,Variable
01-04-2022,Vegetables,132.87,Net Banking,Food,Unnecessary,Afternoon,Friday,Variable
01-04-2022,Whiskey,712,Wallet,Alcohol,Avoidable,Afternoon,Friday,Variable
01-04-2022,Electricity Bill,3697.49,Auto Debit,Utilities,Necessary,Evening,Friday,Fixed
01-04-2022,Cafe,2528.23,Debit Card,Dining Out,Avoidable,Evening,Friday,Variable
01-04-2022,Fruits,110.56,UPI,Food,Avoidable,Evening,Friday,Variable
01-04-2022,Wine,824,Cash,Alcohol,Avoidable,Evening,Friday,Variable
01-04-2022,Milk,57.56,Credit Card,Groceries,Unnecessary,Night,Friday,Variable
01-04-2022,Shoes,4428,Credit Card,Shopping,Unnecessary,Night,Friday,Variable
02-04-2022,Milk,54.29,Cash,Groceries,Necessary,Morning,Saturday,Variable
02-04-2022,Tuition Fee,22500,Cash,Education,Necessary,Afternoon,Saturday,Fixed
02-04-2022,Eggs,70.9,Debit Card,Food,Avoidable,Afternoon,Saturday,Variable
02-04-2022,Rice,172.63,Cash,Groceries,Unnecessary,Afternoon,Saturday,Variable
02-04-2022,Casino,136.44,Net Banking,Gambling,Avoidable,Afternoon,Saturday,Variable
02-04-2022,Betting,1999.42,Debit Card,Gambling,Avoidable,Evening,Saturday,Variable
